ticket_id,ticket_text,issue_type,urgency_level,product
748,cant log account keep showing reset required help delivery expected 18 april,Account Access,Low,SmartWatch V2
749,98425 2 day late ordered 22 march,Late Delivery,High,PhotoSnap Cam
750,SmartWatch V2 PowerMax Battery broken giving issue delivery expected 04 april,Product Defect,High,SmartWatch V2
751,product info needed,General Inquiry,High,SoundWave 300
752,cant log account keep showing blocked help,Account Access,High,RoboChef Blender
753,nan,Late Delivery,High,PhotoSnap Cam
754,late stopped working 8 day,Product Defect,Low,Vision LED TV
755,ordered PhotoSnap Cam got SoundWave 300 instead 68656,Wrong Item,Low,PhotoSnap Cam
756,received wrong product mixed also contacted 03 may got response,Wrong Item,Medium,UltraClean Vacuum
757,ordered SoundWave 300 got ProTab X1 instead 55952,Wrong Item,High,SoundWave 300
758,facing installation issue setup fails step 2,Installation Issue,High,EcoBreeze AC
759,cant log account keep showing blocked help,Account Access,Medium,PhotoSnap Cam
760,ordered RoboChef Blender got EcoBreeze AC instead 12554,Wrong Item,High,RoboChef Blender
761,facing installation issue setup fails step 4,Installation Issue,Low,ProTab X1
762,payment issue PhotoSnap Cam underbilled 53013,Billing Problem,Medium,PhotoSnap Cam
763,payment issue underbilled 20888,Billing Problem,High,PhotoSnap Cam
764,facing installation issue PowerMax Battery setup fails step 5,Installation Issue,Low,PowerMax Battery
765,account problem assistance needed,Account Access,High,SmartWatch V2
766,ordered ProTab X1 got UltraClean Vacuum instead 53505,Wrong Item,High,ProTab X1
767,ordered led Vision LED TV got SoundWave 300 instead 38888,Wrong Item,Medium,Vision LED TV
768,SmartWatch V2 missing stopped working 3 day also contacted 27 april got response,Product Defect,High,SmartWatch V2
769,RoboChef Blender damaged stopped working 3 day,Product Defect,High,RoboChef Blender
770,payment issue fr mi ProTab X1 overbilled fr 41189 delivery expected 19 may,Billing Problem,Medium,ProTab X1
771,nan,Account Access,Medium,PhotoSnap Cam
772,led Vision LED TV missing stopped working 3 day,Product Defect,High,Vision LED TV
773,cant log account keep showing error help delivery expected 03 march,Account Access,Low,EcoBreeze AC
774,payment issue EcoBreeze AC debited incorrectly 93842,Billing Problem,High,EcoBreeze AC
775,91530 fr 15 day late ordered 29 april,Late Delivery,High,SoundWave 300
776,UltraClean Vacuum charged stopped working 12 day,Product Defect,Medium,UltraClean Vacuum
777,tell EcoBreeze AC warranty also available black,General Inquiry,High,EcoBreeze AC
778,21829 led Vision LED TV 10 day late ordered 08 march also contacted 08 march got response,Late Delivery,Low,Vision LED TV
779,PowerMax Battery error stopped working 10 day,Product Defect,Medium,PowerMax Battery
780,tell warranty also available red,General Inquiry,High,Vision LED TV
781,facing installation issue PowerMax Battery setup fails step 6,Installation Issue,High,PowerMax Battery
782,facing installation issue EcoBreeze AC setup fails step 3,Installation Issue,Medium,EcoBreeze AC
783,ordered SoundWave 300 got ProTab X1 instead 24110,Wrong Item,High,SoundWave 300
784,received wrong product mixed also contacted 04 march got response,Wrong Item,Low,SoundWave 300
785,led Vision LED TV PowerMax Battery error giving issue,Product Defect,Medium,Vision LED TV
786,payment issue RoboChef Blender charged twice 81485 also contacted 03 march got response,Billing Problem,Low,RoboChef Blender
787,tell PowerMax Battery warranty also available blue,General Inquiry,Low,PowerMax Battery
788,received wrong product mixed,Wrong Item,Medium,PhotoSnap Cam
789,ordered got PowerMax Battery instead 29985 delivery expected 22 april,Wrong Item,Medium,ProTab X1
790,ordered UltraClean Vacuum got led Vision LED TV instead 74948,Wrong Item,High,UltraClean Vacuum
791,facing installation issue setup fails step 2,Installation Issue,Medium,EcoBreeze AC
792,tell FitRun Treadmill warranty also available red,General Inquiry,Medium,FitRun Treadmill
793,facing installation issue EcoBreeze AC setup fails step 5,Installation Issue,Medium,EcoBreeze AC
794,account problem assistance needed also contacted 22 march got response,Account Access,Low,FitRun Treadmill
795,payment issue fr mi SoundWave 300 refunded fr 10237,Billing Problem,High,SoundWave 300
796,cant log account keep showing captcha failed help,Account Access,Low,FitRun Treadmill
797,tell RoboChef Blender warranty also available red,General Inquiry,High,RoboChef Blender
798,UltraClean Vacuum error stopped working 6 day also contacted 05 april got response,Product Defect,Medium,UltraClean Vacuum
799,cant access account,Account Access,Low,UltraClean Vacuum
800,facing installation issue led Vision LED TV setup fails step 2,Installation Issue,Low,Vision LED TV
801,facing installation issue PhotoSnap Cam setup fails step 1 delivery expected 15 april,Installation Issue,Medium,PhotoSnap Cam
802,facing installation issue led Vision LED TV setup fails step 5,Installation Issue,Low,Vision LED TV
803,led Vision LED TV charged stopped working 3 day delivery expected 14 may,Product Defect,Low,Vision LED TV
804,ordered got SoundWave 300 instead 72697 also contacted 08 march got response,Wrong Item,Medium,FitRun Treadmill
805,tell warranty also available red,General Inquiry,Low,Vision LED TV
806,98108 2 day late ordered 02 march,Late Delivery,Medium,EcoBreeze AC
807,facing installation issue RoboChef Blender setup fails step 2,Installation Issue,Low,RoboChef Blender
808,payment issue led Vision LED TV charged twice 31561,Billing Problem,High,Vision LED TV
809,ordered UltraClean Vacuum got ProTab X1 instead 43806,Wrong Item,High,UltraClean Vacuum
810,facing installation issue ProTab X1 setup fails step 4,Installation Issue,High,ProTab X1
811,cant log account keep showing captcha failed help also contacted 30 march got response,Account Access,Medium,RoboChef Blender
812,ordered ProTab X1 got UltraClean Vacuum instead 10769,Wrong Item,High,ProTab X1
813,cant log account keep showing blocked help also contacted 29 march got response,Account Access,High,ProTab X1
814,ordered PowerMax Battery got led Vision LED TV instead 93575,Wrong Item,Medium,PowerMax Battery
815,tell FitRun Treadmill warranty also available blue,General Inquiry,Medium,FitRun Treadmill
816,facing installation issue UltraClean Vacuum setup fails step 5 also contacted 09 march got response,Installation Issue,Low,UltraClean Vacuum
817,SoundWave 300 late stopped working 1 day,Product Defect,Low,SoundWave 300
818,cant log account keep showing reset required help,Account Access,High,EcoBreeze AC
819,tell led Vision LED TV warranty also available white,General Inquiry,High,Vision LED TV
820,ordered got FitRun Treadmill instead 30866 also contacted 20 april got response,Late Delivery,Medium,PowerMax Battery
821,tell SoundWave 300 warranty also available black,General Inquiry,Medium,SoundWave 300
822,SmartWatch V2 missing stopped working 2 day,Product Defect,Low,SmartWatch V2
823,ordered UltraClean Vacuum got ProTab X1 instead 47597,Wrong Item,Medium,UltraClean Vacuum
824,facing installation issue PhotoSnap Cam setup fails step 2,Installation Issue,High,PhotoSnap Cam
825,nan,Account Access,Low,RoboChef Blender
826,able install product also contacted 04 march got response,Installation Issue,Low,RoboChef Blender
827,cant log account keep showing error help also contacted 16 march got response,Account Access,High,PhotoSnap Cam
828,38583 2 day late ordered 06 april,Late Delivery,Medium,SmartWatch V2
829,payment issue UltraClean Vacuum overbilled 94247,Billing Problem,Low,UltraClean Vacuum
830,tell PhotoSnap Cam warranty also available white,General Inquiry,Medium,PhotoSnap Cam
831,SmartWatch V2 missing stopped working 7 day,Product Defect,Low,SmartWatch V2
832,tell warranty also available red,General Inquiry,Medium,EcoBreeze AC
833,product info needed delivery expected 27 march,Late Delivery,Low,PowerMax Battery
834,nan,Billing Problem,Low,PowerMax Battery
835,FitRun Treadmill malfunction stopped working 1 day,Product Defect,Low,FitRun Treadmill
836,facing installation issue SoundWave 300 setup fails step 1 also contacted 09 april got response,Installation Issue,Medium,SoundWave 300
837,facing installation issue RoboChef Blender setup fails step 4,Installation Issue,Low,RoboChef Blender
838,ProTab X1 PowerMax Battery late giving issue,Product Defect,Low,ProTab X1
839,cant log account keep showing captcha failed help,Account Access,Medium,ProTab X1
840,RoboChef Blender FitRun Treadmill working giving issue,Product Defect,Medium,RoboChef Blender
841,payment issue PhotoSnap Cam charged twice 75768,Billing Problem,Low,PhotoSnap Cam
842,tell UltraClean Vacuum warranty also available blue,General Inquiry,Low,UltraClean Vacuum
843,facing installation issue PhotoSnap Cam setup fails step 1,Installation Issue,High,PhotoSnap Cam
844,15216 placed 07 may still,Late Delivery,Low,Vision LED TV
845,nan,General Inquiry,Low,FitRun Treadmill
846,cant log account keep showing captcha failed help,Account Access,Low,SmartWatch V2
847,tell warranty also available red,General Inquiry,High,SoundWave 300
848,23419 EcoBreeze AC 5 day late ordered 19 march,Late Delivery,Low,EcoBreeze AC
849,75921 PowerMax Battery 16 day late ordered 23 march,Late Delivery,Low,PowerMax Battery
850,nan,Installation Issue,Low,Vision LED TV
851,81995 9 day late ordered 05 march,Late Delivery,High,EcoBreeze AC
852,92470 EcoBreeze AC 9 day late ordered 17 may delivery expected 17 may,Late Delivery,Low,EcoBreeze AC
853,ordered FitRun Treadmill got PhotoSnap Cam instead 54167,Wrong Item,Low,FitRun Treadmill
854,ordered SmartWatch V2 got EcoBreeze AC instead 20428 also contacted 15 april got response,Wrong Item,Low,SmartWatch V2
855,facing installation issue FitRun Treadmill setup fails step 6,Installation Issue,High,FitRun Treadmill
856,81509 led Vision LED TV 3 day late ordered 10 april,Late Delivery,Medium,Vision LED TV
857,cant log account keep showing reset required help,Account Access,High,FitRun Treadmill
858,79357 led Vision LED TV 10 day late ordered 12 may delivery expected 12 may,Late Delivery,Medium,Vision LED TV
859,tell RoboChef Blender warranty also available black,General Inquiry,Medium,RoboChef Blender
860,ordered SmartWatch V2 got led Vision LED TV instead 35751 delivery expected 07 may,Wrong Item,Medium,SmartWatch V2
861,ordered PhotoSnap Cam got EcoBreeze AC instead 95981,Wrong Item,Medium,PhotoSnap Cam
862,46436 SoundWave 300 3 day late ordered 02 may,Late Delivery,High,SoundWave 300
863,payment issue SoundWave 300 refunded 57172,Billing Problem,Low,SoundWave 300
864,nan,General Inquiry,Low,UltraClean Vacuum
865,item stock,General Inquiry,Low,FitRun Treadmill
866,account problem assistance needed,Account Access,High,EcoBreeze AC
867,facing installation issue setup fails step 1,Installation Issue,High,PhotoSnap Cam
868,cant log account keep showing error help,Account Access,High,SoundWave 300
869,tell teh SmartWatch V2 warranty also available white delivery expected 08 april,General Inquiry,Low,SmartWatch V2
870,ordered got UltraClean Vacuum instead 87705,Wrong Item,Low,UltraClean Vacuum
871,92113 SmartWatch V2 7 day late ordered 11 march also contacted 11 march got response,Late Delivery,High,SmartWatch V2
872,led Vision LED TV RoboChef Blender defective giving issue,Product Defect,Low,Vision LED TV
873,payment issue charged twice 32134 delivery expected 05 may,Billing Problem,Low,EcoBreeze AC
874,tell teh SmartWatch V2 warranty also available red also contacted 19 april got response,General Inquiry,Low,SmartWatch V2
875,cant log account keep showing blocked help,Account Access,Low,RoboChef Blender
876,payment issue fr mi PowerMax Battery underbilled fr 33239,Billing Problem,Medium,PowerMax Battery
877,facing installation issue SoundWave 300 setup fails step 1 also contacted 12 april got response,Installation Issue,High,SoundWave 300
878,cant log account keep showing reset required help delivery expected 06 april,Account Access,High,ProTab X1
879,20416 1 day late ordered 06 may,Late Delivery,Medium,SoundWave 300
880,ordered got EcoBreeze AC instead 70159,Wrong Item,High,PhotoSnap Cam
881,payment issue led Vision LED TV overbilled 26865,Billing Problem,Low,Vision LED TV
882,cant log account keep showing unknown issue help,Account Access,Medium,PowerMax Battery
883,facing installation issue led Vision LED TV setup fails step 2,Installation Issue,Medium,Vision LED TV
884,28878 SoundWave 300 18 day late ordered 18 may delivery expected 18 may,Late Delivery,Medium,SoundWave 300
885,cant log account keep showing reset required help,Account Access,Low,EcoBreeze AC
886,payment issue fr mi PhotoSnap Cam overbilled fr 68654,Billing Problem,Medium,PhotoSnap Cam
887,payment issue RoboChef Blender overbilled 77275,Billing Problem,Low,RoboChef Blender
888,PhotoSnap Cam charged stopped working 11 day,Product Defect,Medium,PhotoSnap Cam
889,facing installation issue led Vision LED TV setup fails step 3 also contacted 05 april got response,Installation Issue,Low,Vision LED TV
890,cant log account keep showing unknown issue help,Account Access,Low,ProTab X1
891,97243 FitRun Treadmill 16 day late ordered 20 march also contacted 20 march got response,Late Delivery,High,FitRun Treadmill
892,RoboChef Blender wrong item stopped working 4 day,Product Defect,High,RoboChef Blender
893,tell SmartWatch V2 warranty also available red,General Inquiry,High,SmartWatch V2
894,ordered SmartWatch V2 got UltraClean Vacuum instead 89720,Wrong Item,Low,SmartWatch V2
895,payment issue RoboChef Blender debited incorrectly 59153,Billing Problem,High,RoboChef Blender
896,payment issue SmartWatch V2 charged twice 50217,Billing Problem,Medium,SmartWatch V2
897,received wrong product mixed,Wrong Item,Low,EcoBreeze AC
898,tell led Vision LED TV warranty also available red also contacted 13 april got response,General Inquiry,High,Vision LED TV
899,ordered got RoboChef Blender instead 32296,Wrong Item,High,Vision LED TV
900,cant log account keep showing reset required help also contacted 15 april got response,Account Access,Medium,PowerMax Battery
901,nan,General Inquiry,High,FitRun Treadmill
902,missing stopped working 5 day,Product Defect,High,UltraClean Vacuum
903,facing installation issue FitRun Treadmill setup fails step 2,Installation Issue,Medium,FitRun Treadmill
904,ordered FitRun Treadmill got SoundWave 300 instead 50409,Wrong Item,High,FitRun Treadmill
905,cant log account keep showing reset required help,Account Access,Medium,Vision LED TV
906,facing installation issue EcoBreeze AC setup fails step 1,Installation Issue,Low,EcoBreeze AC
907,cant log account keep showing blocked help,Account Access,Low,SmartWatch V2
908,cant log account keep showing unknown issue help,Account Access,Low,UltraClean Vacuum
909,payment issue SmartWatch V2 charged twice 76501,Billing Problem,Low,SmartWatch V2
910,facing installation issue EcoBreeze AC setup fails step 6,Installation Issue,High,EcoBreeze AC
911,payment issue fr mi led Vision LED TV debited incorrectly fr 70312 also contacted 27 march got response,Billing Problem,Medium,Vision LED TV
912,ordered FitRun Treadmill got treadmill instead 38356,Wrong Item,Medium,FitRun Treadmill
913,facing installation issue FitRun Treadmill setup fails step 6 delivery expected 26 april,Installation Issue,Low,FitRun Treadmill
914,tell warranty also available white,General Inquiry,Medium,RoboChef Blender
915,37396 PowerMax Battery 18 day late ordered 26 march,Late Delivery,Low,PowerMax Battery
916,PowerMax Battery late stopped working 6 day also contacted 28 march got response,Product Defect,Medium,PowerMax Battery
917,ordered got EcoBreeze AC instead 37027,Wrong Item,High,Vision LED TV
918,31522 PhotoSnap Cam 3 day late ordered 17 april,Late Delivery,Low,PhotoSnap Cam
919,cant log account keep showing captcha failed help,Account Access,Low,PhotoSnap Cam
920,nan,Product Defect,Medium,RoboChef Blender
921,payment issue RoboChef Blender refunded 73665,Billing Problem,Medium,RoboChef Blender
922,nan,Late Delivery,Medium,SoundWave 300
923,tell PhotoSnap Cam warranty also available red,General Inquiry,Low,PhotoSnap Cam
924,ordered EcoBreeze AC got ac instead 75836,Wrong Item,Medium,EcoBreeze AC
925,account problem assistance needed,Account Access,High,EcoBreeze AC
926,ordered led Vision LED TV got UltraClean Vacuum instead 60696 also contacted 15 march got response,Wrong Item,Low,Vision LED TV
927,payment issue RoboChef Blender underbilled 97829,Billing Problem,Medium,RoboChef Blender
928,ProTab X1 response stopped working 7 day,Product Defect,Medium,ProTab X1
929,nan,Late Delivery,Low,Vision LED TV
930,EcoBreeze AC ac lost giving issue,Product Defect,High,EcoBreeze AC
931,facing installation issue EcoBreeze AC setup fails step 3,Installation Issue,Low,EcoBreeze AC
932,facing installation issue PhotoSnap Cam setup fails step 2,Installation Issue,Low,PhotoSnap Cam
933,ordered led Vision LED TV got PhotoSnap Cam instead 55731,Wrong Item,Medium,Vision LED TV
934,payment issue debited incorrectly 92245,Billing Problem,Low,SmartWatch V2
935,cant log account keep showing captcha failed help,Account Access,Low,RoboChef Blender
936,cant log account keep showing blocked help,Account Access,High,ProTab X1
937,68327 SoundWave 300 9 day late ordered 27 april,Late Delivery,Low,SoundWave 300
938,payment issue PhotoSnap Cam underbilled 42289 delivery expected 18 may,Billing Problem,Medium,PhotoSnap Cam
939,tell RoboChef Blender warranty also available red,General Inquiry,Low,RoboChef Blender
940,facing installation issue setup fails step 2,Installation Issue,Low,EcoBreeze AC
941,tell FitRun Treadmill warranty also available red,General Inquiry,Medium,FitRun Treadmill
942,26699 led Vision LED TV 6 day late ordered 11 march,Late Delivery,Low,Vision LED TV
943,payment problem 71097 need urgent help also contacted 14 april got response,Billing Problem,Low,EcoBreeze AC
944,nan,Late Delivery,High,RoboChef Blender
945,item stock delivery expected 05 march,General Inquiry,Medium,UltraClean Vacuum
946,26064 led Vision LED TV 18 day late ordered 26 march,Late Delivery,Low,Vision LED TV
947,ordered ProTab X1 got FitRun Treadmill instead 34126 delivery expected 09 may,Wrong Item,Low,ProTab X1
948,77825 12 day late ordered 06 april also contacted 06 april got response,Late Delivery,Low,SmartWatch V2
949,want know warranty,General Inquiry,High,RoboChef Blender
950,wrong item stopped working 3 day,Product Defect,Low,RoboChef Blender
951,nan,Product Defect,High,UltraClean Vacuum
952,payment issue EcoBreeze AC refunded 96984 also contacted 10 march got response,Billing Problem,High,EcoBreeze AC
953,able install product,,Low,EcoBreeze AC
954,76260 9 day late ordered 15 may,Late Delivery,Low,ProTab X1
955,payment issue SoundWave 300 charged twice 65339 also contacted 17 march got response,Billing Problem,Low,SoundWave 300
956,ordered ProTab X1 got FitRun Treadmill instead 25354,Wrong Item,Low,ProTab X1
957,91345 ProTab X1 3 day late ordered 10 april,Late Delivery,Medium,ProTab X1
958,error stopped working 12 day,Product Defect,High,UltraClean Vacuum
959,payment issue overbilled 46165,Billing Problem,Low,PowerMax Battery
960,received wrong product mixed,Wrong Item,Medium,PhotoSnap Cam
961,tell PowerMax Battery warranty also available blue,General Inquiry,Low,PowerMax Battery
962,tell led Vision LED TV warranty also available white,General Inquiry,Low,Vision LED TV
963,working stopped working 5 day also contacted 03 may got response,Product Defect,High,EcoBreeze AC
964,tell warranty also available black also contacted 18 may got response,General Inquiry,Low,PhotoSnap Cam
965,facing installation issue wit setup fails step 1,Installation Issue,Medium,RoboChef Blender
966,cant log account keep showing captcha failed help,Account Access,Medium,ProTab X1
967,payment issue ProTab X1 refunded 57541,Billing Problem,High,ProTab X1
968,cant log account keep showing captcha failed help,Account Access,Low,SoundWave 300
969,ordered UltraClean Vacuum got RoboChef Blender instead 40823 delivery expected 04 may,Wrong Item,High,UltraClean Vacuum
970,ordered ProTab X1 got FitRun Treadmill instead 74338,Wrong Item,Medium,ProTab X1
971,cant log account keep showing captcha failed help also contacted 16 march got response,Account Access,Low,PowerMax Battery
972,tell FitRun Treadmill warranty also available blue also contacted 29 april got response,General Inquiry,Low,FitRun Treadmill
973,ProTab X1 charged stopped working 12 day,Product Defect,High,ProTab X1
974,ordered RoboChef Blender got blender instead 38197,Wrong Item,High,RoboChef Blender
975,damaged stopped working 8 day also contacted 03 april got response,Product Defect,Low,UltraClean Vacuum
976,tell SoundWave 300 warranty also available blue,General Inquiry,Medium,SoundWave 300
977,cant log account keep showing unknown issue help,Account Access,Medium,RoboChef Blender
978,payment issue led Vision LED TV overbilled 82579,Billing Problem,High,Vision LED TV
979,cant log account keep showing captcha failed help,Account Access,Low,FitRun Treadmill
980,cant log account keep showing unknown issue help,Account Access,High,PhotoSnap Cam
981,payment issue SmartWatch V2 underbilled 43566 also contacted 09 march got response,Billing Problem,Medium,SmartWatch V2
982,payment issue fr mi ProTab X1 refunded fr 49840,Billing Problem,Medium,ProTab X1
983,nan,General Inquiry,High,PhotoSnap Cam
984,facing installation issue setup fails step 3,Installation Issue,Medium,UltraClean Vacuum
985,ordered led Vision LED TV got PowerMax Battery instead 95065,Wrong Item,Medium,Vision LED TV
986,tell PhotoSnap Cam warranty also available black,General Inquiry,Medium,PhotoSnap Cam
987,payment issue debited incorrectly 21290,Billing Problem,High,UltraClean Vacuum
988,product info needed,General Inquiry,Low,FitRun Treadmill
989,97942 FitRun Treadmill 13 day late ordered 05 may,Late Delivery,High,FitRun Treadmill
990,46084 11 day late ordered 16 may,Late Delivery,Low,RoboChef Blender
991,facing installation issue ProTab X1 setup fails step 6,Installation Issue,Medium,ProTab X1
992,FitRun Treadmill PhotoSnap Cam missing giving issue also contacted 09 march got response,Product Defect,Medium,FitRun Treadmill
993,nan,Installation Issue,High,SmartWatch V2
994,received wrong product mixed,Wrong Item,High,ProTab X1
995,item stock,General Inquiry,High,RoboChef Blender
996,ordered EcoBreeze AC got FitRun Treadmill instead 23620,Wrong Item,High,EcoBreeze AC
997,ordered SoundWave 300 got PowerMax Battery instead 72311 also contacted 22 april got response,Wrong Item,Low,SoundWave 300
998,nan,Installation Issue,Medium,EcoBreeze AC
999,payment issue fr mi SoundWave 300 debited incorrectly fr 64366,Billing Problem,Low,SoundWave 300
1000,PowerMax Battery missing stopped working 1 day,Product Defect,Low,PowerMax Battery
